10	0	20	22	4	275
10	100000	54	132	22	1169
10	200000	37	41	13	778
10	300000	143	172	35	1531
10	400000	163	187	48	2080
10	500000	170	195	54	1778
10	600000	215	244	30	2015
10	700000	107	134	24	1565
10	800000	181	198	34	2000
10	900000	126	187	52	2037
10	1000000	158	233	43	2250
10	1100000	161	209	21	1854
10	1200000	159	180	79	1855
10	1300000	180	191	131	2039
10	1400000	180	202	95	1848
10	1500000	121	136	55	1488
10	1600000	138	164	71	2129
10	1700000	112	148	50	1293
10	1800000	150	175	73	1755
10	1900000	101	115	57	1516
10	2000000	43	48	56	1089
10	2100000	103	108	64	1463
10	2200000	46	48	29	1029
10	2300000	59	65	47	1244
10	2400000	57	62	45	991
10	2500000	91	101	41	1489
10	2600000	68	70	49	1611
10	2700000	64	68	35	1190
10	2800000	91	108	60	1803
10	2900000	61	68	88	1505
10	3000000	115	127	65	1798
10	3100000	123	215	27	1952
10	3200000	132	197	73	2388
10	3300000	109	128	91	1676
10	3400000	88	104	74	1419
10	3500000	50	69	34	1174
10	3600000	97	101	38	1323
10	3700000	89	98	37	1321
10	3800000	79	118	63	1508
10	3900000	106	121	67	1443
10	4000000	96	109	69	1975
10	4100000	74	92	75	2053
10	4200000	59	70	46	1311
10	4300000	62	66	68	1630
10	4400000	57	58	57	1205
10	4500000	60	68	55	1309
10	4600000	39	44	47	1101
10	4700000	41	47	60	1197
10	4800000	69	74	42	1379
10	4900000	72	76	68	1525
10	5000000	55	61	38	1245
10	5100000	27	31	23	813
10	5200000	26	28	22	1138
10	5300000	60	66	42	1376
10	5400000	100	112	62	1726
10	5500000	194	212	108	2373
10	5600000	135	152	81	1900
10	5700000	64	91	21	1497
10	5800000	109	147	32	1548
10	5900000	170	206	41	1875
10	6000000	140	181	60	1975
10	6100000	106	182	39	1786
10	6200000	146	232	46	1936
10	6300000	108	131	80	1762
10	6400000	73	92	56	1722
10	6500000	91	93	71	1458
10	6600000	56	60	84	1120
10	6700000	54	66	68	1405
10	6800000	48	52	60	1281
10	6900000	68	80	78	1664
10	7000000	54	63	65	1323
10	7100000	56	61	49	1258
10	7200000	110	119	65	1547
10	7300000	91	109	85	1944
10	7400000	67	127	72	1646
10	7500000	139	173	67	1962
10	7600000	153	160	98	1697
10	7700000	111	123	68	1593
10	7800000	36	56	17	1104
10	7900000	82	87	38	1152
10	8000000	72	226	45	1521
10	8100000	84	108	58	1408
10	8200000	68	69	67	1488
10	8300000	56	101	50	1272
10	8400000	55	59	92	1525
10	8500000	62	72	35	945
10	8600000	44	49	60	1245
10	8700000	28	33	32	966
10	8800000	33	36	33	1097
10	8900000	36	43	38	1238
10	9000000	28	31	22	913
10	9100000	31	38	39	1027
10	9200000	23	23	20	540
10	9300000	66	70	52	1102
10	9400000	26	32	33	1099
10	9500000	17	20	11	511
10	9600000	25	29	26	1027
10	9700000	44	50	25	1264
10	9800000	52	55	57	1117
10	9900000	32	38	14	911
10	10000000	23	28	14	786
10	10100000	34	36	32	1149
10	10200000	33	41	25	1181
10	10300000	26	39	12	1020
10	10400000	48	70	33	1345
10	10500000	61	79	16	1562
10	10600000	39	65	17	1176
10	10700000	70	93	20	1501
10	10800000	41	58	27	1442
10	10900000	60	81	21	1476
10	11000000	19	56	9	1105
10	11100000	32	124	14	1869
10	11200000	21	116	6	1658
10	11300000	52	122	27	1505
10	11400000	135	143	83	1861
10	11500000	53	58	59	1137
10	11600000	74	120	31	1333
10	11700000	108	121	67	1656
10	11800000	134	182	77	1758
10	11900000	143	147	70	1518
10	12000000	103	110	19	1425
10	12100000	147	161	22	1612
10	12200000	173	184	23	1572
10	12300000	86	105	56	1418
10	12400000	119	152	45	1811
10	12500000	133	162	53	1722
10	12600000	71	98	34	1380
10	12700000	121	144	42	1812
10	12800000	108	132	63	1907
10	12900000	64	68	59	1658
10	13000000	57	63	42	1310
10	13100000	73	88	23	1404
10	13200000	81	150	60	1152
10	13300000	94	166	38	1437
10	13400000	128	157	86	1988
10	13500000	72	76	65	1152
10	13600000	67	96	21	1630
10	13700000	69	95	14	1632
10	13800000	91	100	37	1716
10	13900000	114	137	39	2337
10	14000000	111	130	20	1893
10	14100000	69	98	49	1997
10	14200000	67	90	26	1747
10	14300000	86	109	41	1781
10	14400000	48	59	28	1180
10	14500000	66	84	60	1300
10	14600000	38	90	62	1247
10	14700000	78	86	70	1601
10	14800000	89	101	56	1899
10	14900000	96	100	28	1589
10	15000000	126	153	33	1506
10	15100000	59	111	14	1214
10	15200000	104	128	55	1560
10	15300000	128	153	25	1869
10	15400000	89	100	59	1831
10	15500000	84	93	85	2143
10	15600000	54	63	74	1600
10	15700000	36	42	33	918
10	15800000	54	60	38	1220
10	15900000	32	35	35	822
10	16000000	56	66	43	1352
10	16100000	41	44	39	1191
10	16200000	41	45	48	1171
10	16300000	66	76	58	1665
10	16400000	77	94	90	1888
10	16500000	52	139	78	1254
10	16600000	47	53	64	1497
10	16700000	49	54	48	1174
10	16800000	81	94	95	1673
10	16900000	67	71	43	1147
10	17000000	83	90	66	1481
10	17100000	93	98	67	1399
10	17200000	61	116	73	1519
10	17300000	71	88	58	1327
10	17400000	68	125	46	1251
10	17500000	62	65	62	1205
10	17600000	86	105	54	1183
10	17700000	55	59	15	922
10	17800000	2	3	5	76
10	17900000	0	0	0	0
10	18000000	1	1	2	53
10	18100000	14	16	6	110
10	18200000	53	59	63	1373
10	18300000	49	56	37	1209
10	18400000	31	45	41	710
10	18500000	57	63	62	1096
10	18600000	60	64	69	1272
10	18700000	30	39	45	1279
10	18800000	72	79	49	1380
10	18900000	56	58	36	699
10	19000000	52	58	73	1605
10	19100000	28	34	43	1043
10	19200000	65	70	47	1631
10	19300000	31	41	33	1095
10	19400000	54	58	35	813
10	19500000	17	26	15	836
10	19600000	25	28	38	1020
10	19700000	40	47	37	929
10	19800000	24	26	35	784
10	19900000	52	60	51	1149
10	20000000	24	28	21	827
10	20100000	37	111	44	1109
10	20200000	37	42	24	925
10	20300000	44	47	39	1131
10	20400000	46	51	28	921
10	20500000	22	22	37	655
10	20600000	38	48	29	1013
10	20700000	41	42	36	1140
10	20800000	43	45	29	1053
10	20900000	39	42	37	1068
10	21000000	52	53	45	1163
10	21100000	69	74	36	1525
10	21200000	36	41	27	993
10	21300000	75	87	54	1672
10	21400000	76	95	34	1292
10	21500000	81	85	83	1478
