2	0	65	92	53	1285
2	100000	58	64	44	1291
2	200000	69	82	38	1618
2	300000	85	107	28	1539
2	400000	105	144	103	1888
2	500000	114	126	115	2159
2	600000	116	135	63	1657
2	700000	129	141	143	1894
2	800000	116	125	89	1704
2	900000	76	85	83	1318
2	1000000	119	136	92	1751
2	1100000	126	148	53	1948
2	1200000	129	162	70	1737
2	1300000	89	93	68	1305
2	1400000	140	148	103	1924
2	1500000	240	262	114	1980
2	1600000	173	199	119	2118
2	1700000	114	132	68	1498
2	1800000	167	221	22	2100
2	1900000	112	162	16	1863
2	2000000	99	130	32	2001
2	2100000	85	122	13	1838
2	2200000	51	74	10	1534
2	2300000	59	80	25	1744
2	2400000	100	105	62	1455
2	2500000	103	143	122	2065
2	2600000	135	176	77	2234
2	2700000	182	213	56	2251
2	2800000	121	158	58	2381
2	2900000	88	117	68	1494
2	3000000	106	121	56	1581
2	3100000	209	270	41	2756
2	3200000	202	282	65	2690
2	3300000	96	111	27	1598
2	3400000	96	167	32	2001
2	3500000	64	86	8	796
2	3600000	152	239	27	1948
2	3700000	164	208	135	2511
2	3800000	97	109	76	1607
2	3900000	89	92	55	1723
2	4000000	78	86	71	1809
2	4100000	58	63	40	1312
2	4200000	28	32	32	1152
2	4300000	49	54	37	1239
2	4400000	45	51	28	1183
2	4500000	68	73	46	1358
2	4600000	55	60	49	1591
2	4700000	28	30	27	692
2	4800000	44	49	38	954
2	4900000	71	82	56	1037
2	5000000	22	24	24	369
2	5100000	47	50	45	911
2	5200000	62	71	45	1116
2	5300000	42	51	35	1083
2	5400000	55	58	53	1344
2	5500000	58	62	66	1209
2	5600000	54	61	75	1146
2	5700000	32	40	30	908
2	5800000	72	241	74	1763
2	5900000	38	50	31	944
2	6000000	51	68	50	1681
2	6100000	58	80	53	1674
2	6200000	42	43	53	1054
2	6300000	66	76	118	1738
2	6400000	67	71	61	1465
2	6500000	52	55	90	1254
2	6600000	94	104	74	1435
2	6700000	33	42	42	1258
2	6800000	67	74	56	1448
2	6900000	81	92	74	1636
2	7000000	33	109	26	1375
2	7100000	88	120	16	2330
2	7200000	48	64	44	1545
2	7300000	63	68	54	1437
2	7400000	65	81	45	2204
2	7500000	52	59	58	1517
2	7600000	51	56	81	1740
2	7700000	51	62	64	1247
2	7800000	49	57	65	1293
2	7900000	80	81	81	1568
2	8000000	51	53	80	1153
2	8100000	78	87	114	1839
2	8200000	86	90	94	1997
2	8300000	72	88	61	1063
2	8400000	65	88	99	1671
2	8500000	91	103	63	1517
2	8600000	138	145	75	2014
2	8700000	180	192	117	2404
2	8800000	98	131	50	1387
2	8900000	47	66	21	1554
2	9000000	90	94	33	1573
2	9100000	40	54	20	845
2	9200000	152	176	113	2275
2	9300000	98	109	41	1486
2	9400000	79	108	37	1603
2	9500000	112	142	20	1821
2	9600000	81	134	13	1579
2	9700000	59	64	42	1393
2	9800000	138	159	86	1994
2	9900000	154	213	77	2769
2	10000000	71	85	28	1259
2	10100000	175	194	33	1533
2	10200000	116	201	114	2425
2	10300000	126	128	77	1696
2	10400000	175	214	180	2457
2	10500000	165	197	113	2086
2	10600000	182	200	82	2330
2	10700000	99	107	41	1613
2	10800000	114	171	61	1902
2	10900000	119	144	33	2066
2	11000000	68	125	23	1788
2	11100000	95	138	48	1897
2	11200000	128	194	76	1999
2	11300000	71	75	30	1050
2	11400000	59	81	30	1236
2	11500000	95	119	97	2144
2	11600000	89	106	79	1717
2	11700000	173	180	125	2239
2	11800000	97	136	130	1997
2	11900000	134	159	51	2008
2	12000000	61	66	85	1532
2	12100000	50	62	38	1574
2	12200000	46	58	74	1400
2	12300000	46	52	84	1282
2	12400000	39	58	42	1687
2	12500000	40	49	55	1414
2	12600000	36	42	34	922
2	12700000	50	54	53	1944
2	12800000	78	177	39	1964
2	12900000	85	92	84	1770
2	13000000	32	38	23	867
2	13100000	50	64	39	1357
2	13200000	34	34	58	1335
2	13300000	25	28	37	695
2	13400000	57	65	36	1171
2	13500000	18	19	31	845
2	13600000	37	46	54	1198
2	13700000	9	14	13	431
2	13800000	24	27	19	725
2	13900000	26	28	29	608
2	14000000	29	34	83	1129
2	14100000	19	25	37	958
2	14200000	52	55	54	1178
2	14300000	67	71	65	1424
2	14400000	45	48	57	1204
2	14500000	50	51	74	1577
2	14600000	54	62	85	1525
2	14700000	28	88	61	1174
2	14800000	41	47	97	1546
2	14900000	45	49	60	1205
2	15000000	57	60	116	2032
2	15100000	59	67	74	1438
2	15200000	66	68	82	1631
2	15300000	58	68	48	1446
2	15400000	49	49	40	1047
2	15500000	32	34	38	996
2	15600000	41	41	33	1203
2	15700000	109	135	54	1799
2	15800000	130	143	109	2300
2	15900000	102	115	119	2075
2	16000000	71	114	88	1160
2	16100000	122	144	121	2106
2	16200000	83	98	87	1714
2	16300000	53	58	60	1006
2	16400000	54	67	86	1487
2	16500000	76	80	84	1723
2	16600000	48	81	100	1298
2	16700000	50	74	33	1541
2	16800000	53	114	18	1874
2	16900000	62	74	86	1828
2	17000000	37	41	75	1503
2	17100000	25	30	29	1046
2	17200000	26	31	46	1125
2	17300000	36	40	45	985
2	17400000	47	59	75	1752
2	17500000	23	26	57	1132
2	17600000	26	35	23	1191
2	17700000	25	35	22	1189
2	17800000	27	38	14	1359
2	17900000	77	84	70	1443
2	18000000	63	71	93	1886
2	18100000	39	40	36	1151
2	18200000	28	33	69	1786
2	18300000	58	60	79	1423
2	18400000	41	45	53	1210
2	18500000	23	27	61	1100
2	18600000	27	35	81	1361
2	18700000	53	62	55	1583
2	18800000	23	25	25	1139
2	18900000	36	38	58	1120
2	19000000	28	30	100	1450
2	19100000	36	39	44	921
2	19200000	29	36	43	763
2	19300000	26	27	40	899
2	19400000	38	51	46	1354
2	19500000	40	128	50	1460
2	19600000	32	42	68	1424
2	19700000	28	29	35	918
2	19800000	52	57	90	1670
2	19900000	67	72	96	1917
2	20000000	76	81	132	2043
2	20100000	34	42	26	1253
2	20200000	84	110	42	1419
2	20300000	125	142	96	2143
2	20400000	189	217	107	2838
2	20500000	55	75	49	1708
2	20600000	79	141	79	2225
2	20700000	141	170	103	2572
2	20800000	60	140	34	1966
2	20900000	41	43	46	1262
2	21000000	35	40	28	1349
2	21100000	53	63	82	1451
2	21200000	63	72	73	1618
2	21300000	41	42	42	1112
2	21400000	46	51	77	1284
2	21500000	60	65	71	1511
2	21600000	27	31	45	1088
2	21700000	28	32	60	1016
2	21800000	30	33	76	1179
2	21900000	29	30	39	1111
2	22000000	25	27	67	1258
2	22100000	23	28	44	808
2	22200000	37	39	70	1371
2	22300000	31	34	53	1385
2	22400000	27	29	32	901
2	22500000	37	48	61	1093
2	22600000	36	39	76	1426
2	22700000	27	31	64	1064
2	22800000	33	38	39	853
2	22900000	34	36	64	1212
2	23000000	40	42	55	1349
2	23100000	41	43	72	1388
2	23200000	54	55	108	1618
2	23300000	41	46	55	1300
2	23400000	59	64	107	1704
2	23500000	82	95	129	2256
2	23600000	110	127	86	1959
2	23700000	190	204	154	2389
2	23800000	183	212	153	2540
2	23900000	80	83	44	1407
2	24000000	58	66	30	1057
2	24100000	105	201	46	1952
2	24200000	94	155	41	1644
2	24300000	70	138	43	1854
2	24400000	76	81	28	1256
